"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Death Certificate Only"
"7384","Skin tumours","2016-2018","Skin cancer","Age 25+","London","Male","All","346","1","0","0","0","3","40","0"
"7385","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","292","1","2","0","1","2","25","0"
"7386","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","717","2","0","0","0","1","52","0"
"7387","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","277","0","0","0","0","1","20","0"
"7388","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Male","All","562","0","0","0","0","0","32","0"
"7389","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Female","All","223","0","1","0","0","1","20","0"
"7390","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Male","All","506","2","0","0","1","0","25","0"
"7391","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","422","0","2","0","1","4","82","0"
"7392","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","912","0","1","0","0","1","151","0"
"7393","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","292","0","0","0","0","1","24","0"
"7394","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","622","0","0","0","0","0","53","0"
"7395","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Female","All","247","0","2","0","1","1","85","0"
"7396","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Male","All","215","0","1","0","0","2","110","0"
"7397","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","325","1","1","0","1","0","78","0"
"7398","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","250","0","0","0","1","5","81","0"
"7399","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","278","2","0","0","0","1","54","0"
"7400","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Male","All","213","0","0","0","2","0","57","0"
"7401","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","285","0","0","1","1","1","207","0"
"7402","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","278","1","0","0","0","2","224","0"
"7403","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","280","0","0","0","0","3","50","0"
"7404","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","228","0","0","0","0","1","60","0"
"7405","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Female","All","213","0","2","0","1","1","40","0"
"7406","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Male","All","288","0","0","0","2","5","49","0"
"7407","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","260","2","0","0","0","1","46","0"
"7408","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","364","0","0","0","0","1","58","0"
"7409","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","207","0","0","1","0","0","38","0"
"7410","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Male","All","280","0","0","0","0","1","63","0"
"7411","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","247","1","2","0","0","0","149","0"
"7412","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","400","2","0","0","0","2","197","0"
"7413","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","233","0","0","0","0","0","40","0"
"7414","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","314","0","0","0","0","1","52","0"
"7415","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Female","All","299","0","0","0","0","1","49","0"
"7416","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Male","All","457","0","0","0","0","2","53","0"
"7417","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","330","0","0","0","0","1","31","0"
"7418","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","549","1","2","0","1","2","64","0"
"7419","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","243","0","0","0","0","1","42","0"
"7420","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Male","All","452","0","0","0","0","1","47","0"
"7421","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","411","0","0","0","0","3","141","0"
"7422","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","626","0","0","0","1","4","163","0"
"7423","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","314","0","0","0","0","1","34","0"
"7424","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","489","1","0","0","0","0","50","0"
"7425","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Female","All","224","0","0","0","1","0","25","0"
"7426","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Male","All","305","0","0","0","1","1","32","0"
"7427","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","276","0","0","0","0","1","24","0"
"7428","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","321","0","0","0","0","1","21","0"
"7429","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","216","0","0","0","0","0","5","0"
"7430","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Male","All","266","0","1","0","0","1","18","0"
"7431","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","314","0","0","0","1","4","71","0"
"7432","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","472","0","1","0","0","2","79","0"
"7433","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","235","0","0","0","0","1","23","0"
"7434","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","299","0","0","0","0","0","15","1"
"7435","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Female","All","240","0","1","2","1","3","52","0"
"7436","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Male","All","167","0","0","0","0","0","24","0"
"7437","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","272","0","1","0","0","1","54","0"
"7438","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","183","2","0","0","0","2","34","0"
"7439","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","299","1","1","0","0","4","157","0"
"7440","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","208","1","0","0","1","3","74","0"
"7441","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","259","0","0","0","0","2","33","0"
"7442","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","166","1","1","0","0","1","26","0"
"7443","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Female","All","467","0","0","0","0","1","53","0"
"7444","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Male","All","316","1","0","0","2","0","41","0"
"7445","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","543","0","0","0","0","2","55","0"
"7446","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","360","1","0","0","1","0","36","0"
"7447","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","470","0","0","0","1","0","45","0"
"7448","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Male","All","255","0","1","0","0","1","16","0"
"7449","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Female","All","411","0","0","0","1","0","40","0"
"7450","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Male","All","276","0","1","0","0","1","20","0"
"7451","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","590","0","0","0","1","5","194","0"
"7452","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","448","0","1","0","0","1","120","0"
"7453","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","456","0","0","0","0","1","67","0"
"7454","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","314","0","0","0","0","0","30","0"
"7455","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Female","All","480","0","0","0","2","2","31","0"
"7456","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Male","All","259","0","0","0","0","0","14","0"
"7457","Skin tumours","2016-2018","Skin cancer","Age 25+","London","Female","All","280","1","0","0","0","2","43","0"
"7458","Skin tumours","2016-2018","Skin cancer","Age 25+","London","Male","All","137","0","0","0","0","1","17","0"
"7459","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","520","0","0","0","0","2","39","0"
"7460","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","251","1","0","0","0","0","7","0"
"7461","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","691","0","0","0","1","5","148","0"
"7462","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","373","0","0","0","0","3","50","0"
"7463","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","504","0","0","0","0","0","30","0"
"7464","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","248","0","0","0","0","0","15","0"
"7465","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Female","All","484","0","1","0","2","2","120","0"
"7466","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Male","All","332","1","2","1","0","7","142","0"
"7467","Skin tumours","2016-2018","Skin cancer","Age 25+","London","Female","All","245","4","2","1","2","6","140","0"
"7468","Skin tumours","2016-2018","Skin cancer","Age 25+","London","Male","All","212","3","1","0","3","7","157","0"
"7469","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","600","4","2","1","0","2","121","0"
"7470","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","519","1","3","0","1","2","121","0"
"7471","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","448","2","1","0","1","3","67","0"
"7472","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Male","All","343","0","0","0","0","2","59","0"
"7473","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Female","All","596","2","1","0","0","2","83","0"
"7474","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Male","All","437","0","2","0","0","5","82","0"
"7475","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","549","4","0","0","2","7","333","0"
"7476","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","461","0","0","0","2","3","305","0"
"7477","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","631","0","0","1","1","2","90","0"
"7478","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","543","0","0","0","1","1","159","0"
"7479","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Female","All","342","1","1","0","1","2","66","0"
"7480","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Male","All","432","0","0","0","1","4","98","0"
"7481","Skin tumours","2016-2018","Skin cancer","Age 25+","London","Female","All","189","0","0","0","0","10","61","0"
"7482","Skin tumours","2016-2018","Skin cancer","Age 25+","London","Male","All","257","2","0","1","4","10","99","0"
"7483","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","561","0","1","0","1","1","73","0"
"7484","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","667","0","1","0","0","1","103","0"
"7485","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","362","2","0","0","0","1","37","0"
"7486","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Male","All","485","1","0","0","0","0","60","0"
"7487","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Female","All","380","1","0","0","0","0","54","0"
"7488","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Male","All","474","0","2","0","0","1","68","0"
"7489","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","554","2","0","2","2","11","240","0"
"7490","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","628","1","0","1","1","8","286","0"
"7491","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","616","0","0","0","0","2","95","0"
"7492","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","748","0","1","0","0","0","117","0"
"7493","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Female","All","540","1","1","1","2","2","93","0"
"7494","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Male","All","687","1","1","0","1","2","88","0"
"7495","Skin tumours","2016-2018","Skin cancer","Age 25+","London","Female","All","272","2","1","0","1","4","82","0"
"7496","Skin tumours","2016-2018","Skin cancer","Age 25+","London","Male","All","330","2","2","0","1","6","82","1"
"7497","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","803","4","0","1","0","3","87","0"
"7498","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","1104","0","2","0","2","2","101","0"
"7499","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","517","0","0","0","0","1","38","0"
"7500","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Male","All","702","0","0","0","0","0","70","0"
"7501","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Female","All","534","0","1","0","0","0","51","0"
"7502","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Male","All","785","3","2","0","0","1","48","0"
"7503","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","766","0","0","0","0","2","274","0"
"7504","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","1196","2","0","0","1","4","267","0"
"7505","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","874","0","0","0","0","2","103","0"
"7506","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","1147","1","1","0","1","2","108","0"
"7507","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Female","All","520","0","1","0","3","2","53","0"
"7508","Skin tumours","2016-2018","Skin cancer","Age 25+","East of England","Male","All","613","0","1","0","3","1","48","0"
"7509","Skin tumours","2016-2018","Skin cancer","Age 25+","London","Female","All","306","2","0","0","1","6","55","2"
"7510","Skin tumours","2016-2018","Skin cancer","Age 25+","London","Male","All","400","3","1","0","2","6","47","0"
"7511","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Female","All","769","4","0","0","0","2","61","0"
"7512","Skin tumours","2016-2018","Skin cancer","Age 25+","Midlands","Male","All","845","2","0","0","1","3","45","0"
"7513","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Female","All","498","1","0","0","0","0","29","0"
"7514","Skin tumours","2016-2018","Skin cancer","Age 25+","North East and Yorkshire","Male","All","603","2","0","1","0","2","28","0"
"7515","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Female","All","501","1","1","0","0","0","34","0"
"7516","Skin tumours","2016-2018","Skin cancer","Age 25+","North West","Male","All","532","0","1","0","0","2","36","0"
"7517","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Female","All","823","1","1","0","1","4","185","1"
"7518","Skin tumours","2016-2018","Skin cancer","Age 25+","South East","Male","All","1097","0","0","0","0","3","169","0"
"7519","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Female","All","811","1","0","0","0","1","60","1"
"7520","Skin tumours","2016-2018","Skin cancer","Age 25+","South West","Male","All","900","0","1","0","0","1","54","0"
"7521","Skin tumours","2016-2018","Skin cancer","Age 00-39","All England","Female","All","699","2","7","0","0","9","142",".b"
"7522","Skin tumours","2016-2018","Skin cancer","Age 00-39","All England","Male","All","448","8","0","0","2","3","117",".b"
"7523","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","587","0","0","0","0","1","95",".b"
"7524","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","705","3","2","0","1","2","102",".b"
"7525","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Female","All","350","2","0","0","1","6","64",".b"
"7526","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Male","All","403","1","0","0","0","15","103",".b"
"7527","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","1065","1","0","0","0","3","146",".b"
"7528","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","1340","1","0","0","1","7","203",".b"
"7529","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","958","0","0","0","1","2","69",".b"
"7530","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","1188","1","0","0","0","3","109",".b"
"7531","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","835","0","1","0","1","2","65",".b"
"7532","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","996","0","0","0","1","0","117",".b"
"7533","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","752","0","0","0","0","3","172",".b"
"7534","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","1009","0","0","0","5","7","217",".b"
"7535","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","760","0","2","0","0","4","60",".b"
"7536","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","860","0","0","0","0","4","77",".b"
"7537","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","883","1","0","0","0","3","68",".b"
"7538","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","1403","1","1","0","2","4","79",".b"
"7539","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Female","All","369","2","0","0","1","6","55",".b"
"7540","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Male","All","546","1","0","0","0","10","47",".b"
"7541","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","1290","0","0","1","0","4","125",".b"
"7542","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","2177","1","0","0","1","3","142",".b"
"7543","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","1147","0","1","0","0","2","41",".b"
"7544","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","1867","2","0","0","2","4","87",".b"
"7545","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","996","0","3","1","0","0","68",".b"
"7546","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","1440","0","0","0","0","3","79",".b"
"7547","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","1088","0","0","0","0","5","153",".b"
"7548","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","1856","1","0","1","0","3","203",".b"
"7549","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","967","0","0","0","0","3","66",".b"
"7550","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","1558","0","0","0","1","3","77",".b"
"7551","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","995","0","0","0","2","4","68",".b"
"7552","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","1630","0","0","0","3","3","58",".b"
"7553","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Female","All","477","3","1","0","0","7","40",".b"
"7554","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Male","All","697","0","1","0","1","9","34",".b"
"7555","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","1541","0","0","0","0","2","91",".b"
"7556","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","2425","1","4","0","1","2","91",".b"
"7557","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","1418","1","0","0","0","0","59",".b"
"7558","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","1987","2","0","0","0","0","56",".b"
"7559","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","1132","1","1","1","1","2","60",".b"
"7560","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","1645","0","2","0","3","2","49",".b"
"7561","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","1357","0","1","0","1","6","129",".b"
"7562","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","2144","2","2","0","1","9","146",".b"
"7563","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","1107","0","0","0","0","3","37",".b"
"7564","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","1769","0","0","0","0","0","49",".b"
"7565","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","944","0","0","0","1","4","184",".b"
"7566","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","1314","1","0","0","3","3","221",".b"
"7567","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Female","All","395","4","0","0","2","11","78",".b"
"7568","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Male","All","582","0","2","1","2","20","120",".b"
"7569","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","1083","1","1","0","0","5","135",".b"
"7570","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","1481","0","1","2","1","2","150",".b"
"7571","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","934","0","2","0","0","3","79",".b"
"7572","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","1116","0","0","0","0","0","90",".b"
"7573","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","950","1","0","0","0","1","96",".b"
"7574","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","1173","0","1","0","1","0","115",".b"
"7575","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","937","0","0","0","2","3","239",".b"
"7576","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","1355","1","1","0","3","10","293",".b"
"7577","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","1043","0","0","0","0","2","108",".b"
"7578","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","1406","0","1","0","1","5","149",".b"
"7579","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","1063","1","0","0","0","1","106",".b"
"7580","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","2124","0","1","0","2","3","159",".b"
"7581","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Female","All","403","1","0","0","0","6","40",".b"
"7582","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Male","All","865","1","0","0","1","16","62",".b"
"7583","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","1202","1","0","1","0","3","80",".b"
"7584","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","2742","0","1","0","1","4","113",".b"
"7585","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","906","0","0","0","0","1","40",".b"
"7586","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","1923","0","0","0","0","6","63",".b"
"7587","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","878","1","3","0","2","0","47",".b"
"7588","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","1915","0","3","0","2","1","70",".b"
"7589","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","1212","3","0","0","1","9","164",".b"
"7590","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","2715","2","2","0","2","12","232",".b"
"7591","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","1189","0","0","0","1","1","78",".b"
"7592","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","2664","1","2","0","1","6","85",".b"
"7593","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","1187","0","1","0","2","3","72",".b"
"7594","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","2501","0","0","0","6","4","107",".b"
"7595","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Female","All","622","1","0","0","0","5","43",".b"
"7596","Skin tumours","2016-2018","Skin cancer","Age 40+","London","Male","All","1142","1","0","0","0","12","38",".b"
"7597","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","1358","2","0","0","0","2","56",".b"
"7598","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","2922","3","0","0","2","4","77",".b"
"7599","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","1054","0","1","0","1","0","42",".b"
"7600","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","2225","1","0","0","0","1","43",".b"
"7601","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","986","2","0","0","1","1","42",".b"
"7602","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Male","All","1931","0","1","0","0","1","56",".b"
"7603","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Female","All","1559","0","1","0","0","4","106",".b"
"7604","Skin tumours","2016-2018","Skin cancer","Age 40+","South East","Male","All","3339","2","0","0","4","14","173",".b"
"7605","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Female","All","1368","0","1","0","1","1","43",".b"
"7606","Skin tumours","2016-2018","Skin cancer","Age 40+","South West","Male","All","2909","0","0","1","0","3","52",".b"
"7607","Skin tumours","2016-2018","Skin cancer","All","All England","Female","All","2488","44","34","3","11","15","62","1"
"7608","Skin tumours","2016-2018","Skin cancer","All","All England","Female","All","1591","28","22","3","7","10","38","0"
"7609","Skin tumours","2016-2018","Skin cancer","Age 00-69","All England","Female","All","789","13","20","2","7","7","18","0"
"7610","Skin tumours","2016-2018","Skin cancer","Age 70+","All England","Female","All","802","15","2","1","0","3","20","0"
"7611","Skin tumours","2016-2018","Skin cancer","All","All England","Female","All","572","8","4","0","3","5","9","0"
"7612","Skin tumours","2016-2018","Skin cancer","All","All England","Female","All","325","8","8","0","1","0","15","1"
"7613","Skin tumours","2016-2018","Skin cancer","All","All England","Male","All","1532","32","14","2","4","11","72","0"
"7614","Skin tumours","2016-2018","Skin cancer","All","All England","Male","All","852","12","8","0","1","9","36","0"
"7615","Skin tumours","2016-2018","Skin cancer","Age 00-69","All England","Male","All","440","5","4","0","1","6","26","0"
"7616","Skin tumours","2016-2018","Skin cancer","Age 70+","All England","Male","All","412","7","4","0","0","3","10","0"
"7617","Skin tumours","2016-2018","Skin cancer","All","All England","Male","All","329","9","5","2","1","1","10","0"
"7618","Skin tumours","2016-2018","Skin cancer","All","All England","Male","All","351","11","1","0","2","1","26","0"
"7619","Skin tumours","2016-2018","Skin cancer","Age 00-39","All England","Female","All","135","4","3","0","1","1","22","0"
"7620","Skin tumours","2016-2018","Skin cancer","Age 00-39","All England","Male","All","125","4","4","0","2","3","27","0"
"7621","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Female","All","144","0","0","0","2","1","4","0"
"7622","Skin tumours","2016-2018","Skin cancer","Age 40+","East of England","Male","All","977","0","0","0","4","4","33","0"
"7623","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Female","All","197","0","0","0","0","0","10","0"
"7624","Skin tumours","2016-2018","Skin cancer","Age 40+","Midlands","Male","All","1479","1","0","0","0","0","42","1"
"7625","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Female","All","154","0","0","0","0","0","4","0"
"7626","Skin tumours","2016-2018","Skin cancer","Age 40+","North East and Yorkshire","Male","All","1064","0","0","0","0","2","18","0"
"7627","Skin tumours","2016-2018","Skin cancer","Age 40+","North West","Female","All","146","0","0","1","0","1","6","0"
