"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Death Certificate Only"
"880","Skin tumours","2014","Skin cancer","Age 40+","East of England","Male","All","405","0","0","0","1","0","15",".b"
"881","Skin tumours","2014","Skin cancer","Age 40+","London","Female","All","171","1","0","0","0","5","9",".b"
"882","Skin tumours","2014","Skin cancer","Age 40+","London","Male","All","226","0","0","0","0","0","7",".b"
"883","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Female","All","266","0","0","0","0","1","32",".b"
"884","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Male","All","445","0","0","0","0","0","38",".b"
"885","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Female","All","326","0","0","0","0","1","21",".b"
"886","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Male","All","442","0","0","0","0","0","15",".b"
"887","Skin tumours","2014","Skin cancer","Age 40+","North West","Female","All","307","0","0","0","0","0","26",".b"
"888","Skin tumours","2014","Skin cancer","Age 40+","North West","Male","All","437","0","1","0","0","0","26",".b"
"889","Skin tumours","2014","Skin cancer","Age 40+","South East","Female","All","329","0","0","0","1","2","26",".b"
"890","Skin tumours","2014","Skin cancer","Age 40+","South East","Male","All","500","0","0","0","0","2","20",".b"
"891","Skin tumours","2014","Skin cancer","Age 40+","South West","Female","All","311","0","0","0","0","0","5",".b"
"892","Skin tumours","2014","Skin cancer","Age 40+","South West","Male","All","444","0","0","0","0","0","4",".b"
"893","Skin tumours","2014","Skin cancer","Age 40+","East of England","Female","All","301","0","0","0","0","0","46",".b"
"894","Skin tumours","2014","Skin cancer","Age 40+","East of England","Male","All","436","0","0","0","0","0","41",".b"
"895","Skin tumours","2014","Skin cancer","Age 40+","London","Female","All","121","1","1","0","0","1","10",".b"
"896","Skin tumours","2014","Skin cancer","Age 40+","London","Male","All","148","0","1","0","0","8","29",".b"
"897","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Female","All","341","1","1","0","0","2","33",".b"
"898","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Male","All","494","0","0","0","1","2","45",".b"
"899","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Female","All","259","0","0","0","0","1","25",".b"
"900","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Male","All","347","0","0","0","0","2","23",".b"
"901","Skin tumours","2014","Skin cancer","Age 40+","North West","Female","All","325","0","0","0","0","0","40",".b"
"902","Skin tumours","2014","Skin cancer","Age 40+","North West","Male","All","387","1","0","0","0","0","50",".b"
"903","Skin tumours","2014","Skin cancer","Age 40+","South East","Female","All","287","1","0","0","0","3","38",".b"
"904","Skin tumours","2014","Skin cancer","Age 40+","South East","Male","All","475","1","1","0","1","2","57",".b"
"905","Skin tumours","2014","Skin cancer","Age 40+","South West","Female","All","377","0","0","0","0","3","25",".b"
"906","Skin tumours","2014","Skin cancer","Age 40+","South West","Male","All","469","0","0","0","0","2","42",".b"
"907","Skin tumours","2014","Skin cancer","Age 40+","East of England","Female","All","259","0","0","0","1","0","23",".b"
"908","Skin tumours","2014","Skin cancer","Age 40+","East of England","Male","All","638","0","0","0","1","0","27",".b"
"909","Skin tumours","2014","Skin cancer","Age 40+","London","Female","All","105","1","0","0","0","3","7",".b"
"910","Skin tumours","2014","Skin cancer","Age 40+","London","Male","All","186","0","0","0","0","5","9",".b"
"911","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Female","All","357","1","0","0","0","1","20",".b"
"912","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Male","All","771","0","0","0","1","1","25",".b"
"913","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Female","All","241","0","0","0","0","1","8",".b"
"914","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Male","All","523","0","0","0","0","0","14",".b"
"915","Skin tumours","2014","Skin cancer","Age 40+","North West","Female","All","288","1","0","0","1","0","15",".b"
"916","Skin tumours","2014","Skin cancer","Age 40+","North West","Male","All","562","0","1","1","0","0","22",".b"
"917","Skin tumours","2014","Skin cancer","Age 40+","South East","Female","All","294","0","0","0","0","1","18",".b"
"918","Skin tumours","2014","Skin cancer","Age 40+","South East","Male","All","711","0","0","0","1","3","29",".b"
"919","Skin tumours","2014","Skin cancer","Age 40+","South West","Female","All","302","0","0","0","0","1","15",".b"
"920","Skin tumours","2014","Skin cancer","Age 40+","South West","Male","All","733","0","0","0","0","1","18",".b"
"921","Skin tumours","2014","Skin cancer","Age 40+","East of England","Female","All","345","0","0","0","0","0","21",".b"
"922","Skin tumours","2014","Skin cancer","Age 40+","East of England","Male","All","690","0","0","0","4","0","23",".b"
"923","Skin tumours","2014","Skin cancer","Age 40+","London","Female","All","146","0","0","0","0","1","7",".b"
"924","Skin tumours","2014","Skin cancer","Age 40+","London","Male","All","213","0","0","0","0","2","5",".b"
"925","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Female","All","439","0","0","0","0","0","22",".b"
"926","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Male","All","787","0","1","0","1","0","16",".b"
"927","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Female","All","297","0","0","0","0","0","9",".b"
"928","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Male","All","506","0","0","0","0","1","9",".b"
"929","Skin tumours","2014","Skin cancer","Age 40+","North West","Female","All","299","0","0","0","0","0","23",".b"
"930","Skin tumours","2014","Skin cancer","Age 40+","North West","Male","All","485","0","0","0","0","0","15",".b"
"931","Skin tumours","2014","Skin cancer","Age 40+","South East","Female","All","357","0","0","0","0","1","18",".b"
"932","Skin tumours","2014","Skin cancer","Age 40+","South East","Male","All","885","1","0","0","1","3","19",".b"
"933","Skin tumours","2014","Skin cancer","Age 40+","South West","Female","All","373","0","0","0","0","1","7",".b"
"934","Skin tumours","2014","Skin cancer","Age 40+","South West","Male","All","795","0","0","0","0","0","7",".b"
"935","Skin tumours","2014","Skin cancer","All","All England","Female","All","779","11","12","0","3","12","31","0"
"936","Skin tumours","2014","Skin cancer","All","All England","Female","All","460","5","9","0","1","7","16","0"
"937","Skin tumours","2014","Skin cancer","Age 00-69","All England","Female","All","224","1","8","0","1","2","8","0"
"938","Skin tumours","2014","Skin cancer","Age 70+","All England","Female","All","236","4","1","0","0","5","8","0"
"939","Skin tumours","2014","Skin cancer","All","All England","Female","All","156","4","2","0","1","3","5","0"
"940","Skin tumours","2014","Skin cancer","All","All England","Female","All","163","2","1","0","1","2","10","0"
"941","Skin tumours","2014","Skin cancer","All","All England","Male","All","444","7","2","0","3","13","22","0"
"942","Skin tumours","2014","Skin cancer","All","All England","Male","All","225","5","0","0","2","10","10","0"
"943","Skin tumours","2014","Skin cancer","Age 00-69","All England","Male","All","127","3","0","0","2","9","10","0"
"944","Skin tumours","2014","Skin cancer","Age 70+","All England","Male","All","98","2","0","0","0","1","0","0"
"945","Skin tumours","2014","Skin cancer","All","All England","Male","All","64","1","1","0","1","0","3","0"
"946","Skin tumours","2014","Skin cancer","All","All England","Male","All","155","1","1","0","0","3","9","0"
"947","Skin tumours","2014","Skin cancer","Age 00-39","All England","Female","All","39","0","1","0","1","1","6","0"
"948","Skin tumours","2014","Skin cancer","Age 00-39","All England","Male","All","38","1","0","0","0","2","13","0"
"949","Skin tumours","2014","Skin cancer","Age 40+","East of England","Female","All","33","0","0","0","0","0","0","0"
"950","Skin tumours","2014","Skin cancer","Age 40+","East of England","Male","All","261","0","0","0","1","0","9","0"
"951","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Female","All","69","0","0","0","0","0","3","0"
"952","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Male","All","395","0","0","0","0","3","12","0"
"953","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Female","All","54","1","0","0","1","0","4","0"
"954","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Male","All","277","0","0","0","0","0","13","0"
"955","Skin tumours","2014","Skin cancer","Age 40+","North West","Female","All","54","0","0","0","0","0","1","1"
"956","Skin tumours","2014","Skin cancer","Age 40+","North West","Male","All","250","1","0","0","0","0","6","0"
"957","Skin tumours","2014","Skin cancer","Age 40+","South East","Female","All","64","0","0","0","0","0","6","0"
"958","Skin tumours","2014","Skin cancer","Age 40+","South East","Male","All","409","0","0","0","0","2","21","0"
"959","Skin tumours","2014","Skin cancer","Age 40+","South West","Female","All","44","0","0","0","0","1","1","0"
"960","Skin tumours","2014","Skin cancer","Age 40+","South West","Male","All","304","0","0","0","0","3","13","0"
"961","Skin tumours","2014","Skin cancer","Age 40+","East of England","Female","All","51","0","0","0","0","0","4","0"
"962","Skin tumours","2014","Skin cancer","Age 40+","East of England","Male","All","121","0","0","0","0","0","9","0"
"963","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Female","All","85","0","0","0","0","1","13","0"
"964","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Male","All","159","1","0","0","0","0","18","0"
"965","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Female","All","60","0","0","0","0","2","5","0"
"966","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Male","All","111","1","0","0","0","0","14","0"
"967","Skin tumours","2014","Skin cancer","Age 40+","North West","Female","All","66","0","0","0","0","0","7","0"
"968","Skin tumours","2014","Skin cancer","Age 40+","North West","Male","All","104","0","0","0","1","0","8","0"
"969","Skin tumours","2014","Skin cancer","Age 40+","South East","Female","All","77","0","0","0","0","1","14","0"
"970","Skin tumours","2014","Skin cancer","Age 40+","South East","Male","All","166","0","0","0","0","2","24","0"
"971","Skin tumours","2014","Skin cancer","Age 40+","South West","Female","All","78","0","0","0","0","0","5","0"
"972","Skin tumours","2014","Skin cancer","Age 40+","South West","Male","All","131","0","0","0","0","0","15","0"
"973","Skin tumours","2014","Skin cancer","Age 40+","East of England","Female","All","75","0","0","0","0","0","1","0"
"974","Skin tumours","2014","Skin cancer","Age 40+","East of England","Male","All","172","0","0","0","0","0","7","0"
"975","Skin tumours","2014","Skin cancer","Age 40+","London","Female","All","40","1","0","0","1","0","3","0"
"976","Skin tumours","2014","Skin cancer","Age 40+","London","Male","All","123","0","1","0","0","1","3","0"
"977","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Female","All","143","0","0","0","0","1","13","0"
"978","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Male","All","317","0","1","0","0","0","12","0"
"979","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Female","All","110","1","0","0","0","0","13","0"
"980","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Male","All","208","0","0","0","0","0","9","0"
"981","Skin tumours","2014","Skin cancer","Age 40+","North West","Female","All","116","0","1","0","0","0","6","0"
"982","Skin tumours","2014","Skin cancer","Age 40+","North West","Male","All","197","0","0","0","0","1","4","0"
"983","Skin tumours","2014","Skin cancer","Age 40+","South East","Female","All","126","0","0","0","0","3","16","0"
"984","Skin tumours","2014","Skin cancer","Age 40+","South East","Male","All","256","0","0","0","1","1","20","0"
"985","Skin tumours","2014","Skin cancer","Age 40+","South West","Female","All","118","0","0","0","0","1","8","0"
"986","Skin tumours","2014","Skin cancer","Age 40+","South West","Male","All","249","0","0","0","0","1","6","0"
"987","Skin tumours","2014","Skin cancer","Age 40+","East of England","Female","All","230","0","0","0","0","0","11","0"
"988","Skin tumours","2014","Skin cancer","Age 40+","East of England","Male","All","214","0","0","0","0","0","6","0"
"989","Skin tumours","2014","Skin cancer","Age 40+","London","Female","All","133","1","0","0","0","1","5","0"
"990","Skin tumours","2014","Skin cancer","Age 40+","London","Male","All","137","1","0","1","0","0","5","0"
"991","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Female","All","330","0","2","0","0","2","23","0"
"992","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Male","All","323","1","0","0","0","1","8","0"
"993","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Female","All","233","1","0","0","0","0","24","0"
"994","Skin tumours","2014","Skin cancer","Age 40+","North East and Yorkshire","Male","All","246","0","0","0","0","0","8","0"
"995","Skin tumours","2014","Skin cancer","Age 40+","North West","Female","All","204","0","0","0","0","0","10","0"
"996","Skin tumours","2014","Skin cancer","Age 40+","North West","Male","All","191","0","0","0","0","0","4","0"
"997","Skin tumours","2014","Skin cancer","Age 40+","South East","Female","All","385","0","0","0","0","1","28","0"
"998","Skin tumours","2014","Skin cancer","Age 40+","South East","Male","All","371","0","0","0","0","2","18","0"
"999","Skin tumours","2014","Skin cancer","Age 40+","South West","Female","All","277","0","0","0","0","0","8","1"
"1000","Skin tumours","2014","Skin cancer","Age 40+","South West","Male","All","298","0","0","0","0","0","4","0"
"1001","Skin tumours","2014","Skin cancer","Age 40+","East of England","Female","All","37","0","0","0","0","0","4","0"
"1002","Skin tumours","2014","Skin cancer","Age 40+","East of England","Male","All","61","0","0","0","0","0","6","0"
"1003","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Female","All","66","0","0","0","0","0","9","0"
"1004","Skin tumours","2014","Skin cancer","Age 40+","Midlands","Male","All","104","0","0","0","0","0","8","0"
